lexeme	ambiguous	mode	model	score
사랑	1	weighted	w2v	39.3887
전입	0	weighted	w2v	39.3718
벨	0	weighted	w2v	39.3548
도전	1	weighted	w2v	39.3809
합천	0	weighted	w2v	39.364
불통	0	weighted	w2v	39.3471
모니터	0	weighted	w2v	39.3731
착안	0	weighted	w2v	39.3562
권장	0	weighted	w2v	39.3822
품성	0	weighted	w2v	39.3654
흉	0	weighted	w2v	39.3485
비정	0	weighted	w2v	39.3316
여건	0	weighted	w2v	39.3576
감청	1	weighted	w2v	39.3836
제창	0	weighted	w2v	39.4095
시황	0	weighted	w2v	39.3926
완료	0	weighted	w2v	39.4186
하청	0	weighted	w2v	39.4017
산간	0	weighted	w2v	39.3849
강국	0	weighted	w2v	39.3681
중국	1	weighted	w2v	39.3513
도움	1	weighted	w2v	39.3345
재산	0	weighted	w2v	39.3603
생텍쥐페리	0	weighted	w2v	39.3436
주로	0	weighted	w2v	39.3268
스릴러	0	weighted	w2v	39.3526
충당	0	weighted	w2v	39.3359
토끼	0	weighted	w2v	39.3191
강간	0	weighted	w2v	39.345
신입	0	weighted	w2v	39.3707
부부	1	weighted	w2v	39.354
아카데미	0	weighted	w2v	39.3798
베테랑	0	weighted	w2v	39.4055
우세	0	weighted	w2v	39.3888
묵인	0	weighted	w2v	39.3721
정권	1	weighted	w2v	39.3554
주니어	0	weighted	w2v	39.3387
드라이버	0	weighted	w2v	39.3644
페인트	0	weighted	w2v	39.3477
메모	0	weighted	w2v	39.3734
사직	0	weighted	w2v	39.3991
모드	1	weighted	w2v	39.4247
첩보	0	weighted	w2v	39.408
공상	0	weighted	w2v	39.3914
연임	0	weighted	w2v	39.3747
항암	0	weighted	w2v	39.3581
회귀	0	weighted	w2v	39.3415
칭찬	1	weighted	w2v	39.3671
살상	0	weighted	w2v	39.3505
자리	1	weighted	w2v	39.3339
공안	0	weighted	w2v	39.3595
기류	0	weighted	w2v	39.385
군벌	0	weighted	w2v	39.3684
아내	0	weighted	w2v	39.3519
분절	0	weighted	w2v	39.3353
입단	0	weighted	w2v	39.3188
취바리	0	weighted	w2v	39.3443
항의	1	weighted	w2v	39.3277
수요	1	weighted	w2v	39.3532
이	1	weighted	w2v	39.3787
행장	0	weighted	w2v	39.4041
가지	1	weighted	w2v	39.3876
진리	0	weighted	w2v	39.3711
임명	0	weighted	w2v	39.3546
상트페테르부르크	0	weighted	w2v	39.38
알레르기	0	weighted	w2v	39.4054
유치	1	weighted	w2v	39.4307
덕성	0	weighted	w2v	39.4142
최다	0	weighted	w2v	39.4396
구장	0	weighted	w2v	39.4231
독감	0	weighted	w2v	39.4066
활용	1	weighted	w2v	39.4319
만능	0	weighted	w2v	39.4154
투서	0	weighted	w2v	39.399
표본	0	weighted	w2v	39.4243
개방	1	weighted	w2v	39.4495
쿠폰	1	weighted	w2v	39.4748
본진	0	weighted	w2v	39.5
일념	0	weighted	w2v	39.4835
추가	1	weighted	w2v	39.4671
침수	0	weighted	w2v	39.4507
치매	0	weighted	w2v	39.4343
소금	0	weighted	w2v	39.4595
켐니츠	0	weighted	w2v	39.4431
이의	0	weighted	w2v	39.4682
감액	0	weighted	w2v	39.4518
노조	0	weighted	w2v	39.477
비제이	0	weighted	w2v	39.4606
풍광	0	weighted	w2v	39.4857
임원	1	weighted	w2v	39.4693
룰	0	weighted	w2v	39.4944
윈윈	0	weighted	w2v	39.478
원로	0	weighted	w2v	39.4617
이바지	0	weighted	w2v	39.4454
보수	1	weighted	w2v	39.4704
발굴	1	weighted	w2v	39.4541
사과	1	weighted	w2v	39.4791
최후	0	weighted	w2v	39.5041
둔화	0	weighted	w2v	39.4878
응답	0	weighted	w2v	39.4715
자금	1	weighted	w2v	39.4552
접촉	1	weighted	w2v	39.4802
협상	1	weighted	w2v	39.4639
습기	0	weighted	w2v	39.4477
권고	0	weighted	w2v	39.4726
폐막	0	weighted	w2v	39.4975
장외	0	weighted	w2v	39.5224
섭렵	0	weighted	w2v	39.5062
애널리스트	0	weighted	w2v	39.4899
출생	0	weighted	w2v	39.4737
여당	1	weighted	w2v	39.4986
기색	0	weighted	w2v	39.5234
월별	0	weighted	w2v	39.5483
비단	0	weighted	w2v	39.5731
효과	1	weighted	w2v	39.5979
보관	0	weighted	w2v	39.6226
관철	0	weighted	w2v	39.6064
가용	0	weighted	w2v	39.6311
교구	0	weighted	w2v	39.6149
이관	0	weighted	w2v	39.5987
사양	0	weighted	w2v	39.6234
생리	0	weighted	w2v	39.6072
야유	0	weighted	w2v	39.591
신선	0	weighted	w2v	39.5748
멀티플렉스	0	weighted	w2v	39.5586
전선	1	weighted	w2v	39.5833
칼럼	0	weighted	w2v	39.5672
반찬	0	weighted	w2v	39.551
반감	0	weighted	w2v	39.5757
거대	0	weighted	w2v	39.5595
아코디언	0	weighted	w2v	39.5434
화타	0	weighted	w2v	39.5273
쇄신	0	weighted	w2v	39.5519
포천	0	weighted	w2v	39.5358
시동	0	weighted	w2v	39.5197
아틀라스	0	weighted	w2v	39.5443
유탄	0	weighted	w2v	39.5689
방통위	0	weighted	w2v	39.5528
이병	0	weighted	w2v	39.5368
캔	0	weighted	w2v	39.5613
탈모	0	weighted	w2v	39.5859
출력	0	weighted	w2v	39.6104
증차	0	weighted	w2v	39.5943
승계	0	weighted	w2v	39.5783
연기	1	weighted	w2v	39.5622
헌혈	0	weighted	w2v	39.5462
인테리어	0	weighted	w2v	39.5707
순검	0	weighted	w2v	39.5547
숨	1	weighted	w2v	39.5791
시카고	0	weighted	w2v	39.6036
방언	0	weighted	w2v	39.5875
역도산	0	weighted	w2v	39.5715
권력	0	weighted	w2v	39.5556
유엔	0	weighted	w2v	39.5396
조롱	0	weighted	w2v	39.564
싱가포르	0	weighted	w2v	39.5884
강풍	0	weighted	w2v	39.5724
신청	1	weighted	w2v	39.5968
중견	0	weighted	w2v	39.5808
당수	0	weighted	w2v	39.5649
꿈	1	weighted	w2v	39.5489
주민	1	weighted	w2v	39.5733
급변	0	weighted	w2v	39.5976
총장	1	weighted	w2v	39.6219
폭주	0	weighted	w2v	39.606
하야	0	weighted	w2v	39.6302
함유	0	weighted	w2v	39.6143
이주	0	weighted	w2v	39.6386
재능	0	weighted	w2v	39.6628
탈피	0	weighted	w2v	39.687
타국	0	weighted	w2v	39.7112
일가	1	weighted	w2v	39.6953
해역	0	weighted	w2v	39.6794
네덜란드	0	weighted	w2v	39.7035
부산	0	weighted	w2v	39.6876
계약	1	weighted	w2v	39.7118
매니저	0	weighted	w2v	39.7359
본	0	weighted	w2v	39.76
비대위	0	weighted	w2v	39.7441
진학	1	weighted	w2v	39.7682
해충	0	weighted	w2v	39.7523
위안	0	weighted	w2v	39.7364
일선	0	weighted	w2v	39.7605
재료	1	weighted	w2v	39.7446
아산	0	weighted	w2v	39.7288
어조	0	weighted	w2v	39.7129
방청	0	weighted	w2v	39.6971
냄새	0	weighted	w2v	39.6813
각각	0	weighted	w2v	39.6655
하얼빈	0	weighted	w2v	39.6497
친밀	0	weighted	w2v	39.6339
독특	0	weighted	w2v	39.6181
착지	0	weighted	w2v	39.6024
장강	0	weighted	w2v	39.5866
대왕	0	weighted	w2v	39.5709
선사	1	weighted	w2v	39.5949
시장	1	weighted	w2v	39.6189
과정	1	weighted	w2v	39.6429
타협	0	weighted	w2v	39.6271
메카	0	weighted	w2v	39.6114
보부아르	0	weighted	w2v	39.6354
신앙	0	weighted	w2v	39.6593
발송	0	weighted	w2v	39.6832
야기	0	weighted	w2v	39.6675
물질	0	weighted	w2v	39.6518
참수	0	weighted	w2v	39.6361
미래	1	weighted	w2v	39.6599
질환	0	weighted	w2v	39.6443
타결	0	weighted	w2v	39.6286
매수	1	weighted	w2v	39.613
접견	0	weighted	w2v	39.5973
장년	0	weighted	w2v	39.6212
레이싱	0	weighted	w2v	39.6055
유발	0	weighted	w2v	39.5899
주창	0	weighted	w2v	39.6137
노화	0	weighted	w2v	39.5981
영양	0	weighted	w2v	39.5825
철군	0	weighted	w2v	39.6063
대륙	0	weighted	w2v	39.5907
거액	0	weighted	w2v	39.6145
모라토리엄	0	weighted	w2v	39.6382
이상	1	weighted	w2v	39.6619
코너링	0	weighted	w2v	39.6857
등반	0	weighted	w2v	39.7093
선진	0	weighted	w2v	39.733
법안	0	weighted	w2v	39.7567
여하	0	weighted	w2v	39.7411
추측	0	weighted	w2v	39.7647
미행	0	weighted	w2v	39.7491
옷	0	weighted	w2v	39.7335
무	0	weighted	w2v	39.718
일제	1	weighted	w2v	39.7416
불운	0	weighted	w2v	39.7652
난자	0	weighted	w2v	39.7496
형수	0	weighted	w2v	39.7341
납북	0	weighted	w2v	39.7576
필리핀	0	weighted	w2v	39.7812
품목	1	weighted	w2v	39.8047
독주	1	weighted	w2v	39.8282
시기	1	weighted	w2v	39.8517
코팅	0	weighted	w2v	39.8361
병사	0	weighted	w2v	39.8596
요약	0	weighted	w2v	39.8441
도민	0	weighted	w2v	39.8675
카테터	0	weighted	w2v	39.852
공통	0	weighted	w2v	39.8364
출마	0	weighted	w2v	39.8599
책동	0	weighted	w2v	39.8833
급증	0	weighted	w2v	39.8678
중기	0	weighted	w2v	39.8523
치안	0	weighted	w2v	39.8368
친일	0	weighted	w2v	39.8213
관광	1	weighted	w2v	39.8447
가슴	1	weighted	w2v	39.8292
무역	0	weighted	w2v	39.8525
궤적	1	weighted	w2v	39.8371
적용	0	weighted	w2v	39.8216
자퇴	0	weighted	w2v	39.8062
인접	0	weighted	w2v	39.7908
행렬	1	weighted	w2v	39.8141
헌법	0	weighted	w2v	39.8374
공갈	0	weighted	w2v	39.822
교황	0	weighted	w2v	39.8066
계층	0	weighted	w2v	39.7912
무아	0	weighted	w2v	39.7758
최장	0	weighted	w2v	39.7991
통과	1	weighted	w2v	39.8223
연례	0	weighted	w2v	39.8069
행적	0	weighted	w2v	39.7916
혼란	0	weighted	w2v	39.8148
회의	1	weighted	w2v	39.838
반전	0	weighted	w2v	39.8612
특혜	0	weighted	w2v	39.8459
귀기	0	weighted	w2v	39.8305
훈계	0	weighted	w2v	39.8152
전향	0	weighted	w2v	39.8383
보리	0	weighted	w2v	39.823
몫	0	weighted	w2v	39.8077
이체	0	weighted	w2v	39.7924
우선	1	weighted	w2v	39.8155
설계	1	weighted	w2v	39.8386
청탁	1	weighted	w2v	39.8618
시료	0	weighted	w2v	39.8848
대학	0	weighted	w2v	39.8695
골짜기	0	weighted	w2v	39.8926
데이터	1	weighted	w2v	39.9156
좌지우지	0	weighted	w2v	39.9003
시도	1	weighted	w2v	39.9234
천	0	weighted	w2v	39.9081
사찰	1	weighted	w2v	39.8928
위생	0	weighted	w2v	39.8775
막대기	0	weighted	w2v	39.8623
웹툰	0	weighted	w2v	39.8853
에프티에이	0	weighted	w2v	39.9083
신인	0	weighted	w2v	39.893
군	1	weighted	w2v	39.8778
통합	1	weighted	w2v	39.9007
최신	0	weighted	w2v	39.8855
모교	0	weighted	w2v	39.8703
역사	1	weighted	w2v	39.8932
항만	0	weighted	w2v	39.9161
상속	0	weighted	w2v	39.9009
땅	1	weighted	w2v	39.8857
내비게이션	0	weighted	w2v	39.8705
평택	0	weighted	w2v	39.8934
터미널	0	weighted	w2v	39.8782
수질	0	weighted	w2v	39.8631
대금	0	weighted	w2v	39.8859
유시시	0	weighted	w2v	39.8708
퇴진	0	weighted	w2v	39.8556
기호	1	weighted	w2v	39.8785
마빈스	0	weighted	w2v	39.9013
유료	0	weighted	w2v	39.9241
이마	0	weighted	w2v	39.9469
덤핑	0	weighted	w2v	39.9697
보석	1	weighted	w2v	39.9924
염전	0	weighted	w2v	40.0152
파이	0	weighted	w2v	40.0379
모퉁이	0	weighted	w2v	40.0227
불법	1	weighted	w2v	40.0454
신구	0	weighted	w2v	40.0681
야생	0	weighted	w2v	40.053
급성	0	weighted	w2v	40.0756
축구	1	weighted	w2v	40.0605
패배	0	weighted	w2v	40.0453
심신	0	weighted	w2v	40.0302
직전	1	weighted	w2v	40.0529
고부	0	weighted	w2v	40.0755
망신	1	weighted	w2v	40.0981
결합	1	weighted	w2v	40.1207
몰입	0	weighted	w2v	40.1055
급감	0	weighted	w2v	40.0904
말경	0	weighted	w2v	40.0753
심사	1	weighted	w2v	40.0979
지양	0	weighted	w2v	40.0828
기행	0	weighted	w2v	40.0677
금도	0	weighted	w2v	40.0903
리비아	0	weighted	w2v	40.0752
배정	0	weighted	w2v	40.0601
산악	0	weighted	w2v	40.0451
체액	0	weighted	w2v	40.03
나약	0	weighted	w2v	40.015
교환	0	weighted	w2v	40.0
보완	0	weighted	w2v	39.985
개발	1	weighted	w2v	39.97
예의	1	weighted	w2v	39.9925
침범	0	weighted	w2v	39.9775
라퀼라	0	weighted	w2v	40.0
국경	1	weighted	w2v	39.985
그리스	0	weighted	w2v	39.9701
문	1	weighted	w2v	39.9925
한식	0	weighted	w2v	39.9776
사표	0	weighted	w2v	39.9626
기계	1	weighted	w2v	39.9477
부장	1	weighted	w2v	39.9328
분립	0	weighted	w2v	39.9552
증언	0	weighted	w2v	39.9776
지령	0	weighted	w2v	39.9627
독	1	weighted	w2v	39.9851
클라우드	0	weighted	w2v	39.9702
어처구니	0	weighted	w2v	39.9553
앙코르	0	weighted	w2v	39.9776
재즈	0	weighted	w2v	39.9628
가구	1	weighted	w2v	39.9851
아바타	0	weighted	w2v	40.0074
가운데	1	weighted	w2v	40.0298
에고	0	weighted	w2v	40.0149
염증	0	weighted	w2v	40.0
주요	0	weighted	w2v	39.9851
사정	1	weighted	w2v	39.9703
괴상	0	weighted	w2v	39.9926
간부	1	weighted	w2v	39.9777
회부	0	weighted	w2v	39.9629
산소	0	weighted	w2v	39.9481
존경	0	weighted	w2v	39.9703
자구	1	weighted	w2v	39.9555
원외	0	weighted	w2v	39.9407
도리	0	weighted	w2v	39.963
지도	1	weighted	w2v	39.9852
안치	0	weighted	w2v	39.9704
로스앤젤레스	0	weighted	w2v	39.9926
전남	0	weighted	w2v	40.0148
어민	0	weighted	w2v	40.0
대진	0	weighted	w2v	39.9852
고전	1	weighted	w2v	40.0074
오전	1	weighted	w2v	40.0295
엔트리	0	weighted	w2v	40.0517
호응	1	weighted	w2v	40.0369
유가	0	weighted	w2v	40.059
탐방	0	weighted	w2v	40.0442
회색	0	weighted	w2v	40.0295
휴전	1	weighted	w2v	40.0516
점	1	weighted	w2v	40.0737
화교	0	weighted	w2v	40.0589
수입	1	weighted	w2v	40.0442
지열	0	weighted	w2v	40.0294
안장	0	weighted	w2v	40.0147
음악	0	weighted	w2v	40.0368
범행	0	weighted	w2v	40.0221
공인	0	weighted	w2v	40.0441
진술	1	weighted	w2v	40.0661
세례	0	weighted	w2v	40.0881
고조	0	weighted	w2v	40.1101
동등	0	weighted	w2v	40.0954
방공	0	weighted	w2v	40.0807
달걀	0	weighted	w2v	40.1026
방글라데시	0	weighted	w2v	40.1246
보충	0	weighted	w2v	40.1099
둔감	0	weighted	w2v	40.0952
금력	0	weighted	w2v	40.1171
종이	0	weighted	w2v	40.1025
수집	0	weighted	w2v	40.0878
절	1	weighted	w2v	40.1097
현행	0	weighted	w2v	40.1316
회피	0	weighted	w2v	40.1169
무모	0	weighted	w2v	40.1023
춤	0	weighted	w2v	40.1241
가시	0	weighted	w2v	40.1095
청취	1	weighted	w2v	40.1313
구설	0	weighted	w2v	40.1167
아이디어	0	weighted	w2v	40.1021
공원	0	weighted	w2v	40.1239
이끼	0	weighted	w2v	40.1457
사인	0	weighted	w2v	40.1675
독도	0	weighted	w2v	40.1529
판례	0	weighted	w2v	40.1383
한문	0	weighted	w2v	40.1601
체계	0	weighted	w2v	40.1818
상쇄	0	weighted	w2v	40.2036
임	1	weighted	w2v	40.189
노역	0	weighted	w2v	40.1744
합병	0	weighted	w2v	40.1961
폭증	0	weighted	w2v	40.1815
제보	0	weighted	w2v	40.2032
소모	0	weighted	w2v	40.2249
플라자	0	weighted	w2v	40.2103
타산지석	0	weighted	w2v	40.1957
메이커	0	weighted	w2v	40.1812
학생	1	weighted	w2v	40.2028
말레이시아	0	weighted	w2v	40.1883
사진	1	weighted	w2v	40.1737
학계	0	weighted	w2v	40.1592
양해	0	weighted	w2v	40.1447
스님	0	weighted	w2v	40.1663
중용	0	weighted	w2v	40.1879
수술	0	weighted	w2v	40.1734
준설	0	weighted	w2v	40.1589
펀드	0	weighted	w2v	40.1444
경북	0	weighted	w2v	40.1299
강화	1	weighted	w2v	40.1154
다짐	1	weighted	w2v	40.137
구리	1	weighted	w2v	40.1586
통찰	0	weighted	w2v	40.1802
제로	0	weighted	w2v	40.2017
초범	0	weighted	w2v	40.2233
오스트레일리아	0	weighted	w2v	40.2088
주관	1	weighted	w2v	40.2303
악성	0	weighted	w2v	40.2158
단가	1	weighted	w2v	40.2373
협약	1	weighted	w2v	40.2229
가미	0	weighted	w2v	40.2084
빨치산	0	weighted	w2v	40.194
체형	0	weighted	w2v	40.1795
할머니	0	weighted	w2v	40.1651
발전	1	weighted	w2v	40.1507
해외	0	weighted	w2v	40.1722
반론	0	weighted	w2v	40.1578
형제	0	weighted	w2v	40.1792
탓	1	weighted	w2v	40.1648
씨족	0	weighted	w2v	40.1504
치열	0	weighted	w2v	40.1719
컨벤션	0	weighted	w2v	40.1575
끝	1	weighted	w2v	40.1431
빈	0	weighted	w2v	40.1645
원장	1	weighted	w2v	40.1502
명품	1	weighted	w2v	40.1358
전직	1	weighted	w2v	40.1572
비준	0	weighted	w2v	40.1429
격언	0	weighted	w2v	40.1642
검거	0	weighted	w2v	40.1856
사이	1	weighted	w2v	40.2069
대응	1	weighted	w2v	40.1926
레이더	0	weighted	w2v	40.2139
테니스	0	weighted	w2v	40.2352
마케팅	0	weighted	w2v	40.2565
유색	0	weighted	w2v	40.2422
첼로	0	weighted	w2v	40.2634
벼락	0	weighted	w2v	40.2491
시보	0	weighted	w2v	40.2348
산지	1	weighted	w2v	40.256
평년	0	weighted	w2v	40.2417
증상	0	weighted	w2v	40.263
출제	0	weighted	w2v	40.2842
경제	1	weighted	w2v	40.3054
차기	0	weighted	w2v	40.2911
대문	0	weighted	w2v	40.2768
호주	0	weighted	w2v	40.298
경산	0	weighted	w2v	40.2837
음질	0	weighted	w2v	40.2694
중추	0	weighted	w2v	40.2551
안성	0	weighted	w2v	40.2763
배상	0	weighted	w2v	40.2975
토종	0	weighted	w2v	40.3186
영농	0	weighted	w2v	40.3397
세자	0	weighted	w2v	40.3608
안경	1	weighted	w2v	40.3819
나	1	weighted	w2v	40.403
이자	0	weighted	w2v	40.424
가장	1	weighted	w2v	40.4451
낮	1	weighted	w2v	40.4661
홈페이지	0	weighted	w2v	40.4518
가드	0	weighted	w2v	40.4375
창구	1	weighted	w2v	40.4586
경청	0	weighted	w2v	40.4443
프로모션	0	weighted	w2v	40.4653
의경	0	weighted	w2v	40.4863
산정	0	weighted	w2v	40.472
증진	0	weighted	w2v	40.493
무늬	0	weighted	w2v	40.5139
지목	0	weighted	w2v	40.4996
유족	0	weighted	w2v	40.4854
렌즈	0	weighted	w2v	40.5063
자진	0	weighted	w2v	40.4921
송이	0	weighted	w2v	40.513
얘기	1	weighted	w2v	40.5339
모돈	0	weighted	w2v	40.5197
방침	1	weighted	w2v	40.5405
총력	0	weighted	w2v	40.5614
처방	1	weighted	w2v	40.5823
야구	0	weighted	w2v	40.6031
예금	0	weighted	w2v	40.6239
온건	0	weighted	w2v	40.6097
러시아	1	weighted	w2v	40.6305
묘원	0	weighted	w2v	40.6513
초청	1	weighted	w2v	40.672
칼레	0	weighted	w2v	40.6578
전환	1	weighted	w2v	40.6786
아날로그	0	weighted	w2v	40.6643
우대	0	weighted	w2v	40.6501
뉴욕	0	weighted	w2v	40.6359
볼모	0	weighted	w2v	40.6567
팩트	0	weighted	w2v	40.6774
원한	0	weighted	w2v	40.6632
타이어	0	weighted	w2v	40.649
탄식	0	weighted	w2v	40.6348
리스크	0	weighted	w2v	40.6206
세법	0	weighted	w2v	40.6065
물품	0	weighted	w2v	40.5923
뉴잉글랜드	0	weighted	w2v	40.613
보장	1	weighted	w2v	40.6337
공급	1	weighted	w2v	40.6544
애틀랜타	0	weighted	w2v	40.675
원활	0	weighted	w2v	40.6609
스트레스	0	weighted	w2v	40.6467
낚시	0	weighted	w2v	40.6326
태피스트리	0	weighted	w2v	40.6185
해촉	0	weighted	w2v	40.6044
금기	0	weighted	w2v	40.625
총괄	0	weighted	w2v	40.6456
세팅	0	weighted	w2v	40.6315
전화위복	0	weighted	w2v	40.6174
작태	0	weighted	w2v	40.638
선원	1	weighted	w2v	40.6239
기구	0	weighted	w2v	40.6445
세력	1	weighted	w2v	40.6651
아름다움	0	weighted	w2v	40.651
저조	0	weighted	w2v	40.6715
유용	0	weighted	w2v	40.692
번복	0	weighted	w2v	40.7126
등극	0	weighted	w2v	40.6985
조건	1	weighted	w2v	40.719
시엔엔	0	weighted	w2v	40.7049
인센티브	0	weighted	w2v	40.7254
입학	0	weighted	w2v	40.7113
배신	0	weighted	w2v	40.6973
위축	1	weighted	w2v	40.7177
시나리오	0	weighted	w2v	40.7037
핀란드	0	weighted	w2v	40.6897
운항	0	weighted	w2v	40.6756
교체	0	weighted	w2v	40.6961
배격	0	weighted	w2v	40.6821
분란	0	weighted	w2v	40.668
이제	1	weighted	w2v	40.6885
감소	1	weighted	w2v	40.7089
업종	0	weighted	w2v	40.6949
복종	0	weighted	w2v	40.6809
어이	0	weighted	w2v	40.6669
시범	0	weighted	w2v	40.6873
급식	0	weighted	w2v	40.7077
생일	0	weighted	w2v	40.728
발화	0	weighted	w2v	40.714
견제	0	weighted	w2v	40.7344
실종	0	weighted	w2v	40.7204
기적	1	weighted	w2v	40.7407
출루	0	weighted	w2v	40.7268
식탁	0	weighted	w2v	40.7128
환경	1	weighted	w2v	40.6989
기탁	0	weighted	w2v	40.6849
감각	0	weighted	w2v	40.671
이득	0	weighted	w2v	40.6913
보험	0	weighted	w2v	40.6774
증거	1	weighted	w2v	40.6635
염두	1	weighted	w2v	40.6838
화성	0	weighted	w2v	40.6699
소자	0	weighted	w2v	40.656
게이트	0	weighted	w2v	40.6421
추대	1	weighted	w2v	40.6623
우승	1	weighted	w2v	40.6485
워키토키	0	weighted	w2v	40.6346
가설	0	weighted	w2v	40.6207
설명	1	weighted	w2v	40.6069
검진	0	weighted	w2v	40.593
고리	1	weighted	w2v	40.6133
파장	0	weighted	w2v	40.6335
과점	0	weighted	w2v	40.6197
셰프	0	weighted	w2v	40.6399
허약	0	weighted	w2v	40.6601
함량	0	weighted	w2v	40.6463
민중	0	weighted	w2v	40.6324
육군	0	weighted	w2v	40.6186
면적	0	weighted	w2v	40.6048
추첨	0	weighted	w2v	40.591
외교	0	weighted	w2v	40.5772
숲	0	weighted	w2v	40.5635
공룡	0	weighted	w2v	40.5497
레바논	0	weighted	w2v	40.536
다양	0	weighted	w2v	40.5222
영변	0	weighted	w2v	40.5424
문건	1	weighted	w2v	40.5625
선고	1	weighted	w2v	40.5827
허리	0	weighted	w2v	40.6028
준공	0	weighted	w2v	40.589
무리	1	weighted	w2v	40.5753
때	1	weighted	w2v	40.5954
코디	0	weighted	w2v	40.5817
통	1	weighted	w2v	40.6018
캐디	0	weighted	w2v	40.588
간디	0	weighted	w2v	40.5743
시애틀	0	weighted	w2v	40.5944
통화	1	weighted	w2v	40.6144
후회	0	weighted	w2v	40.6007
선포	0	weighted	w2v	40.6208
의장	1	weighted	w2v	40.6408
의석	0	weighted	w2v	40.6271
금강	0	weighted	w2v	40.6134
문헌	0	weighted	w2v	40.6334
강자	0	weighted	w2v	40.6197
관내	0	weighted	w2v	40.6397
마스크	0	weighted	w2v	40.6261
표절	0	weighted	w2v	40.6124
경협	0	weighted	w2v	40.5987
쇄	0	weighted	w2v	40.5851
관료	0	weighted	w2v	40.605
결론	0	weighted	w2v	40.5914
연출	1	weighted	w2v	40.5778
인파	0	weighted	w2v	40.5977
충실	1	weighted	w2v	40.5841
성남	0	weighted	w2v	40.604
안양	0	weighted	w2v	40.5904
향상	0	weighted	w2v	40.5768
총무	0	weighted	w2v	40.5632
창피	0	weighted	w2v	40.5496
메달	0	weighted	w2v	40.5695
업무	1	weighted	w2v	40.5894
공간	1	weighted	w2v	40.6093
키르기스스탄	0	weighted	w2v	40.5957
신당	0	weighted	w2v	40.6156
인력	0	weighted	w2v	40.6355
철도	0	weighted	w2v	40.6553
산타	0	weighted	w2v	40.6417
연봉	0	weighted	w2v	40.6615
악보	0	weighted	w2v	40.648
패러다임	0	weighted	w2v	40.6344
처사	0	weighted	w2v	40.6542
개탄	0	weighted	w2v	40.6406
황후	0	weighted	w2v	40.6271
파국	0	weighted	w2v	40.6469
불상	0	weighted	w2v	40.6667
탑승	0	weighted	w2v	40.6531
불편	1	weighted	w2v	40.6729
교부	0	weighted	w2v	40.6593
코스	1	weighted	w2v	40.6458
계단	1	weighted	w2v	40.6656
천연	0	weighted	w2v	40.652
수면	0	weighted	w2v	40.6385
소화	1	weighted	w2v	40.6582
사격	0	weighted	w2v	40.6447
자극	1	weighted	w2v	40.6312
초소	0	weighted	w2v	40.6177
무덤	0	weighted	w2v	40.6042
신호	0	weighted	w2v	40.5908
모의	0	weighted	w2v	40.5773
정설	0	weighted	w2v	40.5638
결단	0	weighted	w2v	40.5836
권유	0	weighted	w2v	40.5701
로켓	0	weighted	w2v	40.5567
유아	0	weighted	w2v	40.5763
개업	0	weighted	w2v	40.596
후보	1	weighted	w2v	40.6157
유교	0	weighted	w2v	40.6023
차이콥스키	0	weighted	w2v	40.5888
현	0	weighted	w2v	40.5754
구형	0	weighted	w2v	40.562
광구	0	weighted	w2v	40.5486
마진	0	weighted	w2v	40.5352
총수	0	weighted	w2v	40.5218
재심	1	weighted	w2v	40.5084
소급	0	weighted	w2v	40.495
타이틀	0	weighted	w2v	40.4817
영산	0	weighted	w2v	40.4683
종합	0	weighted	w2v	40.488
법령	0	weighted	w2v	40.4746
불만	0	weighted	w2v	40.4613
건의	1	weighted	w2v	40.4809
연	0	weighted	w2v	40.5005
표결	0	weighted	w2v	40.5201
맹타	0	weighted	w2v	40.5067
바르셀로나	0	weighted	w2v	40.5263
아프가니스탄	0	weighted	w2v	40.5459
